사고년도,사망자수,부상자수,중상자수,경상자수,부상신고자수,시도,시군구,사고유형 대분류,사고유형 중분류,사고유형,가해자법규위반,도로형태 대분류,도로형태,가해당사자 종별,피해당사자 종별,주야구분,발생일,발생시간,발생요일,발생위치X좌표 (EPSG 5179),발생위치Y좌표 (EPSG 5179),경도좌표,위도좌표
2012,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,승용차,보행자,주간,1/30/2012,6,월요일,971215,1949802,127.1741369,37.54710338
2012,1,1,,,,서울특별시,강동구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,특수차,원동기장치자전거,주간,2/26/2012,11,수요일,967062,1949901,127.1271189,37.5478566
2012,1,2,,1,,서울특별시,강동구,차대차,기타,기타,신호위반,교차로,교차로내,원동기장치자전거,승용차,야간,2/28/2012,1,금요일,967684,1948508,127.1342216,37.53532294
2012,1,3,,2,,서울특별시,강동구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,주간,5/15/2012,8,화요일,968541,1950207,127.1438499,37.5506655
2012,1,1,,,,서울특별시,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,야간,10/14/2012,4,토요일,970795,1949587,127.1693909,37.54515227
2012,1,1,,,,서울특별시,강동구,차량단독,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,화물차,없음,야간,11/11/2012,21,월요일,971252,1950934,127.1745137,37.55731136
2012,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타/불명,기타/불명,화물차,보행자,야간,12/6/2012,5,월요일,967915,1947855,127.1368647,37.52944523
2012,1,3,2,,,서울특별시,강동구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,야간,1/11/2013,23,목요일,970993,1950774,127.1715853,37.55585748
2012,1,1,,,,서울특별시,강서구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,주간,1/28/2012,16,수요일,940106,1949641,126.8219947,37.54415531
2012,1,1,,,,서울특별시,강서구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,원동기장치자전거,야간,2/4/2012,0,토요일,941556,1949303,126.8384347,37.54120202
2012,1,1,,,,서울특별시,강서구,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로부근,건설기계,보행자,주간,2/10/2012,10,금요일,940538,1951357,126.8267444,37.55964863
2012,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,신호위반,단일로,횡단보도상,승용차,보행자,주간,3/15/2012,9,일요일,938683,1951885,126.8057007,37.56428763
2012,1,1,,,,서울특별시,강북구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,자전거,승용차,주간,2/14/2012,9,화요일,957579,1958428,127.0192738,37.6243245
2012,1,1,,,,서울특별시,강북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,3/2/2012,5,월요일,959120,1957115,127.0368098,37.61256004
2012,1,1,,,,서울특별시,강북구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,주간,4/17/2012,10,토요일,956939,1962715,127.0117709,37.66293038
2012,1,1,,,,서울특별시,강북구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,주간,6/9/2012,14,월요일,959111,1957112,127.0367079,37.6125326
2012,1,1,,,,서울특별시,강북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,7/14/2012,2,목요일,957957,1959472,127.0234972,37.63375161
2012,1,1,,,,서울특별시,강북구,차대사람,횡단중,횡단중,중앙선 침범,단일로,기타단일로,이륜차,보행자,주간,8/28/2012,11,금요일,959265,1959079,127.0383488,37.6302684
2012,1,1,,,,서울특별시,강북구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,터널안,이륜차,없음,주간,10/8/2012,13,일요일,958454,1958817,127.0291671,37.62787061
2012,1,6,,5,,서울특별시,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승합차,보행자,야간,11/24/2012,22,수요일,958441,1960281,127.0289365,37.64106528
2012,1,1,,,,서울특별시,강북구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,주간,12/17/2012,14,일요일,959196,1957183,127.037667,37.61317631
2012,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,주간,4/16/2012,7,금요일,939451,1952686,126.8143256,37.57156047
2012,1,1,,,,서울특별시,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,주간,4/24/2012,7,화요일,941904,1948088,126.8424653,37.53026958
2012,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,4/29/2012,19,일요일,942305,1948182,126.8470007,37.53114562
2012,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,야간,5/24/2012,18,토요일,934538,1963844,126.7576957,37.671781
2012,1,2,1,,,서울특별시,강서구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,야간,6/16/2012,5,월요일,942016,1951029,126.8435106,37.55678665
2012,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,야간,6/29/2012,4,수요일,940123,1949635,126.8221876,37.54410234
2012,1,1,,,,서울특별시,강서구,차량단독,전도전복,전도전복,안전운전 의무 불이행,기타/불명,기타/불명,승용차,없음,야간,7/4/2012,5,월요일,942391,1952710,126.8476184,37.57196187
2012,1,1,,,,서울특별시,강서구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,주간,7/4/2012,14,월요일,943243,1948228,126.857614,37.53162115
2012,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,야간,7/16/2012,22,월요일,941461,1950864,126.8372348,37.55526527
2012,1,3,2,,,서울특별시,강서구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,야간,7/30/2012,1,월요일,941897,1949461,126.8422797,37.54264763
2012,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,8/1/2012,4,수요일,942113,1949758,126.8447091,37.54533633
2012,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,8/4/2012,0,토요일,942168,1949906,126.8453189,37.5466755
2012,1,1,,,,서울특별시,강서구,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,주간,8/20/2012,8,목요일,938185,1954290,126.7998536,37.58593027
2012,1,1,,,,서울특별시,강서구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,교량위,승용차,없음,야간,9/24/2012,2,일요일,938557,1954897,126.8040215,37.59142242
2012,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,10/23/2012,3,수요일,942621,1950215,126.8504237,37.54949245
2012,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,승용차,보행자,야간,10/31/2012,1,목요일,944165,1950179,126.8678993,37.54925921
2012,1,1,,,,서울특별시,강서구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,주간,11/1/2012,13,금요일,942814,1950577,126.8525746,37.55276353
2012,1,1,,,,서울특별시,강서구,차대차,기타,기타,신호위반,교차로,교차로부근,승용차,이륜차,야간,11/7/2012,22,목요일,936410,1953676,126.7798074,37.58027456
2012,1,1,,,,서울특별시,강서구,차대사람,보도통행중,보도통행중,보행자 보호의무 위반,단일로,횡단보도상,화물차,보행자,주간,12/16/2012,9,목요일,942715,1950603,126.8514519,37.55299171
2012,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,주간,12/23/2012,10,토요일,941346,1948478,126.8361236,37.53375296
2012,1,1,,,,서울특별시,강서구,차량단독,주/정차차량 충돌,주/정차차량 충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,주간,12/30/2012,15,토요일,939015,1951718,126.8094725,37.56280361
2012,1,2,,1,,서울특별시,관악구,차대차,기타,기타,안전거리 미확보,단일로,기타단일로,승용차,이륜차,주간,1/18/2012,7,수요일,951194,1942654,126.9479687,37.48183477
2012,1,3,2,,,서울특별시,강남구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,야간,9/17/2012,2,목요일,960926,1947356,127.0577889,37.52468235
2012,1,1,,,,서울특별시,강남구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,주간,9/23/2012,17,토요일,958994,1947515,127.0359216,37.526028
2012,1,4,1,1,1,서울특별시,강남구,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,승용차,보행자,주간,10/5/2012,7,목요일,961073,1945482,127.0595553,37.50778851
2012,1,1,,,,서울특별시,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,12/2/2012,18,목요일,958683,1943241,127.03264,37.48749013
2012,1,2,1,,,서울특별시,강동구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,야간,6/8/2012,3,일요일,966982,1948790,127.1262633,37.53783984
2012,1,1,,,,서울특별시,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,주간,6/19/2012,9,목요일,968438,1950654,127.1426635,37.55469186
2012,1,1,,,,서울특별시,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,보행자,야간,7/6/2012,20,수요일,966975,1949762,127.1261392,37.54660333
2012,1,1,,,,서울특별시,강동구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,자전거,승용차,야간,7/15/2012,3,금요일,967279,1948692,127.1296294,37.53696712
2012,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,주간,7/23/2012,9,월요일,968454,1948389,127.142942,37.53427701
2012,1,1,,,,서울특별시,강동구,차대사람,보도통행중,보도통행중,기타,기타/불명,기타/불명,승용차,보행자,주간,8/2/2012,11,목요일,969496,1950033,127.1546675,37.54913017
2012,1,3,1,,1,서울특별시,강동구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,이륜차,승용차,주간,8/14/2012,13,화요일,968910,1947682,127.1481332,37.52791999
2012,1,2,1,,,서울특별시,강동구,차대차,추돌,주정차중 충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,승용차,야간,8/24/2012,4,월요일,969299,1948862,127.1524864,37.5385689
2012,1,1,,,,서울특별시,강동구,차대사람,차도통행중,차도통행중,과속,단일로,횡단보도부근,승용차,보행자,야간,9/8/2012,5,화요일,967975,1948101,127.1375331,37.53166462
2012,1,2,1,,,서울특별시,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,화물차,보행자,야간,9/15/2012,3,화요일,966858,1949322,127.1248346,37.54263052
2012,1,1,,,,서울특별시,관악구,차대사람,횡단중,횡단중,과속,단일로,횡단보도상,승용차,보행자,야간,1/27/2012,4,금요일,950801,1942695,126.9435222,37.48218256
2012,1,1,,,,서울특별시,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,화물차,보행자,주간,2/2/2012,11,목요일,950712,1942417,126.9425342,37.47967213
2012,1,1,,,,서울특별시,관악구,차대사람,기타,기타,안전운전 의무 불이행,단일로,횡단보도상,승용차,보행자,야간,2/22/2012,22,토요일,949597,1943415,126.9298554,37.48860717
2012,1,1,,,,서울특별시,관악구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,주간,2/25/2012,13,화요일,949674,1941061,126.9308873,37.46739417
2012,1,1,,,,서울특별시,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,3/31/2012,23,수요일,953083,1941905,126.9693849,37.47518441
2012,1,1,,,,서울특별시,관악구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,이륜차,승합차,야간,5/4/2012,21,금요일,948651,1941642,126.9192787,37.47257459
2012,1,1,,,,서울특별시,관악구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,자전거,주간,5/24/2012,10,토요일,954307,1941463,126.9832515,37.47125644
2012,1,1,,,,서울특별시,관악구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,야간,7/14/2012,3,목요일,949907,1941641,126.9334826,37.47263453
2012,1,1,,,,서울특별시,관악구,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,화물차,없음,주간,8/3/2012,6,금요일,950888,1943207,126.944472,37.48680199
2012,1,1,,,,서울특별시,관악구,차대차,측면충돌,측면충돌,기타,교차로,교차로내,자전거,화물차,주간,8/8/2012,17,수요일,948140,1943247,126.9133868,37.48701227
2012,1,1,,,,서울특별시,관악구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,주간,8/30/2012,6,일요일,948579,1943512,126.9183327,37.48942532
2012,1,2,,,1,서울특별시,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,주간,9/18/2012,8,월요일,950113,1942996,126.9357204,37.48485865
2012,1,1,,,,서울특별시,관악구,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로부근,승용차,보행자,주간,9/22/2012,11,금요일,952176,1942143,126.9591108,37.47728216
2012,1,1,,,,서울특별시,관악구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,주간,10/16/2012,11,월요일,948688,1940836,126.9197533,37.46531197
2012,1,1,,,,서울특별시,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,주간,11/7/2012,8,목요일,948016,1943163,126.9119924,37.48625
2012,1,1,,,,서울특별시,관악구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,주간,11/29/2012,6,월요일,952861,1941961,126.9668684,37.47567424
2012,1,4,1,2,,서울특별시,관악구,차대차,추돌,주정차중 충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,주간,1/7/2013,9,일요일,950104,1943166,126.935607,37.48639041
2012,1,1,,,,서울특별시,관악구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,화물차,보행자,주간,1/14/2013,11,일요일,949256,1942865,126.9260362,37.48363122
2012,1,1,,,,서울특별시,관악구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,야간,1/15/2013,0,월요일,952715,1941778,126.965229,37.47401734
2012,1,1,,,,서울특별시,광진구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,승합차,보행자,주간,2/12/2012,13,일요일,964173,1948495,127.0944862,37.53507329
2012,1,1,,,,서울특별시,광진구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,교량위,승용차,없음,야간,2/22/2012,5,토요일,965591,1949989,127.110459,37.54859601
2012,1,2,1,,,서울특별시,광진구,차대차,추돌,주정차중 충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,주간,2/28/2012,15,금요일,962682,1947757,127.0776445,37.52836496
2012,1,1,,,,서울특별시,광진구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,이륜차,화물차,주간,3/3/2012,11,화요일,962345,1951224,127.0736526,37.55960054
2012,1,1,,,,서울특별시,광진구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,5/3/2012,18,목요일,962072,1949939,127.0706337,37.54800993
2012,1,1,,,,서울특별시,광진구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,주간,5/22/2012,9,목요일,963481,1948743,127.0866381,37.53728415
2012,1,3,2,,,서울특별시,광진구,차대사람,횡단중,횡단중,과속,교차로,교차로내,승용차,보행자,야간,7/1/2012,3,금요일,962791,1952138,127.0786547,37.56785324
2012,1,1,,,,서울특별시,광진구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,야간,8/8/2012,20,수요일,963539,1949085,127.0872776,37.54036902
2012,1,1,,,,서울특별시,광진구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,주간,8/14/2012,9,화요일,962611,1950979,127.0766733,37.557404
2012,1,1,,,,서울특별시,광진구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,자전거,승용차,야간,9/5/2012,21,토요일,963866,1950139,127.0909316,37.5498829
2012,1,1,,,,서울특별시,광진구,차대차,추돌,주정차중 충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,야간,9/13/2012,0,일요일,962370,1948352,127.0740829,37.53371524
2012,2,12,1,8,1,서울특별시,광진구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승합차,야간,9/20/2012,21,수요일,963119,1950827,127.0824359,37.55605357
2012,1,1,,,,서울특별시,광진구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,횡단보도상,승용차,보행자,야간,10/8/2012,2,일요일,962698,1950595,127.0776813,37.55394552
2012,1,1,,,,서울특별시,광진구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,농기계,주간,10/18/2012,8,금요일,962848,1948204,127.0794949,37.53240153
2012,1,1,,,,서울특별시,광진구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,10/31/2012,4,목요일,962206,1950885,127.0720906,37.55654111
2012,1,2,1,,,서울특별시,광진구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,야간,11/23/2012,0,화요일,962417,1951356,127.074461,37.56079324
2012,1,2,1,,,서울특별시,구로구,차대차,측면충돌,측면충돌,과속,단일로,기타단일로,승용차,승용차,야간,1/30/2012,3,월요일,945321,1946361,126.8812699,37.51491656
2012,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,건설기계,보행자,주간,3/3/2012,14,화요일,945814,1942780,126.8871121,37.48266956
2012,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,야간,3/27/2012,19,토요일,943088,1943401,126.8562325,37.48810274
2012,1,3,,2,,서울특별시,구로구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,야간,4/6/2012,1,화요일,944634,1945173,126.8735904,37.50416893
2012,1,1,,,,서울특별시,구로구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,고가도로위,승용차,없음,야간,4/18/2012,5,일요일,945398,1943903,126.8823248,37.49276864
2012,1,2,1,,,서울특별시,구로구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,원동기장치자전거,야간,4/29/2012,20,일요일,943053,1944424,126.855754,37.49731917
2012,1,1,,,,서울특별시,구로구,차대차,추돌,주정차중 충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,야간,5/2/2012,3,수요일,942110,1945198,126.8450267,37.50423754
2012,1,2,,,1,서울특별시,구로구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,주간,6/12/2012,7,목요일,943095,1943433,126.8563092,37.48839159
2012,1,1,,,,서울특별시,구로구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승합차,야간,6/23/2012,19,목요일,945667,1945484,126.8852497,37.50703249
2012,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,7/1/2012,5,금요일,943105,1944438,126.8563446,37.49745038
2012,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승용차,보행자,야간,7/8/2012,4,금요일,942295,1944465,126.8471794,37.49764345
2012,1,1,,,,서울특별시,구로구,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,화물차,보행자,야간,7/10/2012,1,일요일,944587,1944588,126.8730982,37.49889521
2012,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,9/22/2012,5,금요일,945302,1943601,126.8812602,37.49003918
2012,1,1,,,,서울특별시,구로구,차대차,측면충돌,측면충돌,신호위반,단일로,횡단보도상,승합차,이륜차,야간,10/24/2012,18,목요일,943387,1944381,126.859539,37.49695398
2012,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,주간,10/31/2012,14,목요일,946872,1942510,126.8990978,37.48029746
2012,1,1,,,,서울특별시,구로구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,자전거,야간,11/24/2012,19,수요일,934538,1963844,126.7576957,37.671781
2012,1,1,,,,서울특별시,구로구,차량단독,주/정차차량 충돌,주/정차차량 충돌,안전거리 미확보,단일로,기타단일로,승용차,화물차,야간,12/2/2012,21,목요일,941279,1943459,126.8357663,37.48851223
2012,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승합차,보행자,야간,12/6/2012,20,월요일,940910,1943790,126.831566,37.49147202
2012,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,야간,12/12/2012,2,일요일,944428,1944321,126.8713197,37.49647645
2012,1,1,,,,서울특별시,구로구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,야간,12/18/2012,19,토요일,940649,1944590,126.8285492,37.49866572
2012,1,2,1,,,서울특별시,구로구,차대사람,횡단중,횡단중,기타,교차로,교차로부근,승용차,보행자,야간,1/8/2013,2,월요일,946064,1942427,126.8899655,37.47950254
2012,1,1,,,,서울특별시,금천구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,자전거,승용차,야간,3/5/2012,3,목요일,946814,1942010,126.8984779,37.47578752
2012,1,1,,,,서울특별시,금천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,주간,3/27/2012,14,토요일,947226,1938297,126.9034033,37.442345
2012,1,1,,,,서울특별시,금천구,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로부근,승용차,보행자,야간,4/10/2012,19,토요일,945390,1942785,126.8823161,37.48268965
2012,1,1,,,,서울특별시,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,야간,4/24/2012,22,화요일,946880,1941514,126.8992601,37.47132077
2012,1,1,,,,서울특별시,금천구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,주간,4/28/2012,7,토요일,947397,1940053,126.9052087,37.45818651
2012,1,11,2,7,1,서울특별시,금천구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승합차,주간,5/2/2012,6,수요일,946734,1940970,126.8976484,37.46640918
2012,1,1,,,,서울특별시,금천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,야간,5/8/2012,5,화요일,945055,1941971,126.8785891,37.47532946
2012,1,1,,,,서울특별시,금천구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,승합차,야간,5/23/2012,18,금요일,934538,1963844,126.7576957,37.671781
2012,1,1,,,,서울특별시,금천구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,5/25/2012,23,일요일,948056,1940484,126.9126327,37.4621049
2012,1,1,,,,서울특별시,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,6/18/2012,20,토요일,948184,1939149,126.9141728,37.45007848
2012,1,1,,,,서울특별시,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,야간,6/21/2012,18,화요일,947035,1939681,126.9011447,37.45480842
2012,1,2,1,,,서울특별시,금천구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,주간,7/17/2012,12,화요일,948635,1939598,126.9192368,37.45415419
2012,1,10,1,8,,서울특별시,금천구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승합차,야간,7/30/2012,20,월요일,947249,1938300,126.903663,37.44237335
2012,1,1,,,,서울특별시,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,주간,8/1/2012,9,수요일,947102,1940952,126.901811,37.46626808
2012,1,1,,,,서울특별시,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,승용차,보행자,야간,8/7/2012,23,화요일,945403,1942788,126.8824596,37.48271744
2012,1,2,1,,,서울특별시,금천구,차대차,기타,기타,안전거리 미확보,교차로,교차로부근,승용차,승용차,야간,10/14/2012,23,토요일,947078,1939296,126.9016585,37.45134078
2012,1,1,,,,서울특별시,금천구,차대차,추돌,주정차중 충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승합차,야간,11/10/2012,21,일요일,944638,1943083,126.8737919,37.48532901
2012,1,1,,,,서울특별시,금천구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,12/2/2012,2,목요일,946801,1941899,126.8983378,37.47479081
2012,1,1,,,,서울특별시,금천구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,횡단보도상,승용차,보행자,야간,12/30/2012,0,토요일,946889,1939973,126.899473,37.45743191
2012,1,1,,,,서울특별시,금천구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,주간,1/1/2013,7,월요일,947234,1941636,126.9032546,37.47244067
2012,1,2,1,,,서울특별시,금천구,차대사람,횡단중,횡단중,신호위반,단일로,횡단보도상,화물차,보행자,주간,1/6/2013,12,토요일,947226,1938085,126.9034184,37.44043418
2012,1,1,,,,서울특별시,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2/25/2012,20,화요일,962976,1963360,127.0801801,37.66901091
2012,1,1,,,,서울특별시,노원구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,주간,3/12/2012,17,목요일,934538,1963844,126.7576957,37.671781
2012,1,2,1,,,서울특별시,노원구,차대사람,횡단중,횡단중,과속,교차로,교차로내,승용차,보행자,야간,3/28/2012,22,일요일,962857,1963184,127.0788408,37.66742339
2012,1,1,,,,서울특별시,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,주간,7/15/2012,15,금요일,962967,1963346,127.0800787,37.66888437
2012,1,2,1,,,서울특별시,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,야간,7/17/2012,20,화요일,962664,1961167,127.0767614,37.6492324
2012,1,1,,,,서울특별시,노원구,차대사람,횡단중,횡단중,신호위반,단일로,횡단보도상,화물차,보행자,야간,9/5/2012,5,토요일,961909,1959703,127.0682747,37.63600605
